1,5,1.45683
1,6,0.908693
1,7,0.953088
1,8,1.0348
1,9,0.718402
1,10,0.736787
1,11,1.46497
2,6,1.76599
2,7,1.00089
2,8,1.06732
2,9,0.701052
2,10,0.76896
2,11,0.656474
3,7,1.29446
3,8,0.820872
3,9,0.651367
3,10,0.646429
3,11,0.491588
4,8,3.60183
4,9,1.14187
4,10,1.83965
4,11,0.852865
5,1,1.37405
5,9,2.49394
5,10,1.02186
5,11,0.72292
6,1,1.22785
6,2,1.6844
6,10,2.01734
6,11,4.47582
7,1,0.979828
7,2,1.01209
7,3,0.965374
7,11,3.66421
8,1,0.966727
8,2,1.36523
8,3,1.16257
8,4,3.26682
9,1,0.905767
9,2,1.01716
9,3,0.955174
9,4,1.76196
9,5,3.41809
10,1,0.642291
10,2,0.818725
10,3,0.239372
10,4,1.27672
10,5,1.09591
10,6,3.09671
11,1,0.635227
11,2,0.717157
11,3,0.648095
11,4,1.07812
11,5,0.909612
11,6,1.21889
11,7,3.48299
