1,5,0.94311
1,6,0.624994
1,7,1.74597
1,8,1.69739
1,9,0.442674
1,10,0.334112
1,11,0.478291
2,6,0.559754
2,7,0.865987
2,8,0.764963
2,9,0.504985
2,10,0.437911
2,11,0.35853
3,7,0.807685
3,8,0.720724
3,9,0.307392
3,10,0.363614
3,11,0.363146
4,8,0.64471
4,9,0.548712
4,10,0.42147
4,11,0.328336
5,1,1.01812
5,9,0.428672
5,10,0.334098
5,11,0.244095
6,1,0.487522
6,2,0.667816
6,10,0.421076
6,11,0.17107
7,1,0.499712
7,2,0.52149
7,3,0.470339
7,11,0.597406
8,1,0.532084
8,2,0.450483
8,3,0.302405
8,4,0.693426
9,1,1.35752
9,2,0.430906
9,3,0.446637
9,4,0.449955
9,5,0.544695
10,1,0.40054
10,2,0.468326
10,3,0.388638
10,4,0.389463
10,5,0.167493
10,6,0.43021
11,1,0.361192
11,2,0.357373
11,3,0.320024
11,4,0.345229
11,5,0.225848
11,6,0.185198
11,7,0.593289
