1,5,2.85544
1,6,0.419552
1,7,0.421697
1,8,0.462624
1,9,0.271576
1,10,0.313494
1,11,0.25707
2,6,2.996
2,7,0.485986
2,8,0.438584
2,9,0.380803
2,10,1.25004
2,11,1.21372
3,7,0.7285
3,8,0.409819
3,9,0.345384
3,10,0.314209
3,11,1.16367
4,8,2.92637
4,9,0.358247
4,10,0.314292
4,11,0.228171
5,1,2.09206
5,9,0.615274
5,10,1.14242
5,11,0.194574
6,1,0.246226
6,2,2.29831
6,10,2.61644
6,11,0.144503
7,1,0.228721
7,2,1.15956
7,3,1.59929
7,11,2.60678
8,1,0.272233
8,2,0.271875
8,3,0.258523
8,4,1.04718
9,1,0.255384
9,2,0.282696
9,3,0.272019
9,4,0.320873
9,5,2.71546
10,1,0.217084
10,2,0.254848
10,3,0.235543
10,4,0.243228
10,5,0.185203
10,6,2.6573
11,1,0.198844
11,2,0.203335
11,3,0.231892
11,4,0.28777
11,5,0.129647
11,6,0.151153
11,7,2.66016
