1,1,0.829162
1,2,1.33669
1,3,0.814802
1,4,0.983062
1,5,1.26472
1,6,0.268387
1,7,0.32099
1,8,0.444467
1,9,0.454185
1,10,1.19532
1,11,0.31259
2,1,1.00189
2,2,1.04906
2,3,1.01617
2,4,1.18692
2,5,0.706307
2,6,0.903785
2,7,1.22772
2,8,0.435319
2,9,0.415289
2,10,0.415685
2,11,0.260183
3,1,1.44574
3,2,1.27711
3,3,1.52515
3,4,0.954094
3,5,1.07534
3,6,1.13589
3,7,0.553819
3,8,0.407943
3,9,0.229395
3,10,0.490182
3,11,1.05616
4,1,0.664235
4,2,0.784007
4,3,3.32096
4,4,1.18181
4,5,0.763962
4,6,1.15192
4,7,0.858677
4,8,1.03177
4,9,1.34215
4,10,1.15849
4,11,0.283788
5,1,1.09108
5,2,1.32154
5,3,1.14992
5,4,4.20576
5,5,1.32258
5,6,1.23885
5,7,1.23411
5,8,1.22234
5,9,1.22771
5,10,0.317382
5,11,1.16589
6,1,0.486186
6,2,0.518782
6,3,1.27062
6,4,0.765963
6,5,1.2367
6,6,0.941841
6,7,0.987732
6,8,9.20424
6,9,0.854107
6,10,0.918592
6,11,0.317317
7,1,0.395797
7,2,0.335092
7,3,0.849109
7,4,1.3499
7,5,1.54025
7,6,1.18851
7,7,1.04056
7,8,1.02651
7,9,1.00774
7,10,1.23482
7,11,0.837642
8,1,0.806844
8,2,0.588795
8,3,0.437942
8,4,0.509451
8,5,0.935923
8,6,0.88505
8,7,1.04164
8,8,0.915319
8,9,1.0177
8,10,0.897495
8,11,0.868203
9,1,0.706829
9,2,0.655317
9,3,0.994497
9,4,0.7346
9,5,0.883955
9,6,1.02009
9,7,0.897444
9,8,0.979186
9,9,0.990081
9,10,0.960833
9,11,0.853759
10,1,0.430252
10,2,0.398864
10,3,0.638299
10,4,0.216163
10,5,1.09684
10,6,0.880879
10,7,0.911951
10,8,0.937815
10,9,0.852757
10,10,0.910788
10,11,0.792755
11,1,0.44092
11,2,0.319052
11,3,0.498831
11,4,0.293738
11,5,0.13812
11,6,0.328395
11,7,0.856396
11,8,0.865322
11,9,0.852264
11,10,0.777332
11,11,0.691274
1,1,1.31286
1,2,1.41974
1,3,1.35697
1,4,0.911969
1,5,1.39743
1,6,0.310069
