1,1,1.99552
1,2,2.06499
1,3,2.04605
1,4,2.00222
1,5,0.953261
1,6,0.318097
1,7,0.388343
1,8,0.449531
1,9,1.23561
1,10,0.344795
1,11,0.304274
2,1,2.25067
2,2,2.08291
2,3,1.76683
2,4,1.8578
2,5,1.12414
2,6,0.348213
2,7,1.23344
2,8,0.454964
2,9,0.354695
2,10,0.351426
2,11,0.299512
3,1,1.82122
3,2,1.94522
3,3,2.23644
3,4,1.90813
3,5,1.84996
3,6,1.86216
3,7,0.407504
3,8,1.42356
3,9,0.524693
3,10,0.341528
3,11,0.316565
4,1,1.72905
4,2,1.7694
4,3,2.22091
4,4,2.06354
4,5,1.57446
4,6,1.85219
4,7,1.80938
4,8,0.431605
4,9,0.411251
4,10,0.380344
4,11,1.19002
5,1,1.72993
5,2,1.85098
5,3,3.64148
5,4,1.95755
5,5,2.02562
5,6,1.76196
5,7,1.85206
5,8,1.98041
5,9,2.04661
5,10,0.211989
5,11,0.240626
6,1,1.40212
6,2,0.818714
6,3,1.76356
6,4,2.09589
6,5,2.05178
6,6,1.97767
6,7,1.93603
6,8,2.08189
6,9,1.90256
6,10,1.98717
6,11,0.311016
7,1,0.48467
7,2,0.545479
7,3,2.175
7,4,1.84753
7,5,1.89983
7,6,1.98172
7,7,2.03786
7,8,2.16961
7,9,2.0664
7,10,1.95983
7,11,1.11445
8,1,0.665208
8,2,0.461435
8,3,0.806406
8,4,0.518304
8,5,1.28927
8,6,1.87471
8,7,2.11899
8,8,2.0994
8,9,2.07724
8,10,1.95275
8,11,1.70452
9,1,0.575363
9,2,0.538106
9,3,0.577335
9,4,0.630856
9,5,1.27237
9,6,1.80245
9,7,1.62412
9,8,2.01693
9,9,2.06779
9,10,1.82444
9,11,2.05401
10,1,0.467597
10,2,0.537714
10,3,0.325987
10,4,0.285889
10,5,0.154309
10,6,1.10013
10,7,1.49299
10,8,2.04509
10,9,1.74469
10,10,1.99232
10,11,1.81531
11,1,0.343652
11,2,0.453917
11,3,0.233626
11,4,0.429389
11,5,0.3767
11,6,0.220897
11,7,1.01096
11,8,1.79692
11,9,1.85784
11,10,1.65542
11,11,1.81024
