B1,B2
0.400011995,3.7083499794053
0.600022735,3.63345661677812
0.8000304,3.40875912981417
1.00004,2.69701409801079
1.200049599,3.03414087543211
1.400059248,2.99668159697136
1.600068849,2.58463849767111
1.800134448,3.070739638924
2.000144049,2.99668231614041
2.200209648,2.92094746141552
2.40021925,2.92176524362878
2.600284849,2.58391506202142
2.80029445,3.14651643194744
3.000355248,3.48275170311446
3.200361007,2.43485115310948
3.400412939,3.33310364251912
3.600444899,2.95889301362298
3.800462572,3.40858857057878
4.000463863,2.69712614473823
4.200475299,3.44615304662505
4.400479602,3.22151882378813
5.600537569,4.90624627177944
5.8005537,4.99578238717374
6.000563299,4.94452587107458
6.200572899,4.98198437549213
6.400582549,4.94452461028134
7.600641748,2.58476077683345
7.800651349,3.18397496089917
8.000663324,2.95918866330537
8.200703581,3.10858144250464
8.400792148,3.07038715127774
9.600851349,4.90608614708084
9.800860949,4.94452584635309
10.00087055,4.99084264474811
10.200875935,4.9920779267044
10.400891058,4.90693181879583
10.600900999,4.83214202052928
10.800910599,4.98198437549217
11.000920198,4.94452587107458
11.200927279,4.79475211680128
11.400939399,4.94446354910267
11.601,4.86836738963597
11.801014599,4.99040507573607
12.001038017,4.98164021048992
12.201051628,4.90696891267598
12.401060732,4.98199673025105
12.601087709,4.99344259300843
12.801120199,4.79414306645886
13.001129799,4.94452584635313
13.201139398,4.94452587107453
13.401147513,4.83218613619598
13.6011586,4.86957258454065
13.801224199,4.99964288321426
14.001232185,4.83218925283159
14.201299448,4.90565301175264
14.401309049,4.83215023477639
14.601310761,4.94472085678325
14.801382339,4.980441060691
15.001400318,4.94431871406291
15.201440352,4.99150870694131
15.401525048,4.90522559151179
15.601534649,4.94452582163165
15.801590458,4.9433837570733
16.001609849,4.99066006752242
16.201627798,4.90686249007115
16.401663444,4.94388203549857
16.601668847,4.99321264845142
16.801682971,4.98187169096331
17.00171545,4.94396030915942
17.201720148,4.98210648106093
17.401727819,4.98203242488849
17.601744298,4.90689855253911
17.801753899,4.9070672926799
18.001774716,4.94424856148226
18.201777662,4.90723057293894
18.401784299,4.99242259869422
18.601792115,4.98202881305619
18.801803498,4.86956537798331
19.001813098,4.99256867531875
19.201822699,4.99607772980466
19.401839163,4.83198443318997
19.601897899,4.86841277383339
19.801963498,4.99344522109822
20.001973099,4.9070672926799
20.20198338,4.90705060950871
20.402017055,4.8315686867708
20.602113899,4.99828813312188
20.80211453,4.98220779187656
21.002124235,4.94452325060303
21.202198749,4.98036797504571
21.402251441,4.94346077941681
21.602273949,4.9929395391198
21.802285695,4.86955654024132
22.002349149,4.90574641028167
22.202414748,4.90569381340302
22.402424349,4.86960876372814
22.602489948,4.90569381340302
22.802499549,4.79469170582463
23.002565148,4.98058990215727
23.202574749,4.94452582163165
23.402640348,4.98058990215727
23.602649949,4.86960876372814
23.802652474,4.98216061096451
24.002725149,4.86807359305497
24.202790749,4.94314183307254
24.40280035,4.9070672926799
24.602865949,4.8307977246487
24.80287555,4.86960876372823
25.002904803,4.90658519476179
25.202910852,4.86969524536421
25.403016398,4.86727392282959
25.603025999,4.9070672926799
25.803091598,4.90569381340293
26.003101199,4.83215023477647
26.203166798,4.8307977246487
26.403176399,4.79469170582472
26.603241998,4.98058990215718
26.803251599,4.94452582163173
27.003299335,4.9061318608927
27.2033268,4.86917386999522
27.403379491,4.90601034349028
27.603402,4.90675062619608
27.803431792,4.79420772981651
28.0034772,4.75638165895977
28.2035004,4.98164563984796
28.403507808,4.94458003634917
28.603518885,4.94448933305206
28.803524626,4.83224349259894
29.003526849,4.68248884769118
29.203536499,4.86960757073162
29.4035461,4.94452582163165
29.603611699,4.71845359151741
29.8036213,4.83215023477639
30.003686899,4.94314185778006
30.203696549,4.83214905095677
30.403716792,4.90680621405443
30.603771749,4.83105470078234
30.803809239,4.71911662229228
31.003809785,4.98220990930918
31.203912549,4.86734159184015
31.40392215,4.86960876372823
31.603930373,4.75726595286197
31.80399735,4.90566002448787
32.004062949,4.98058990215727
32.204072599,4.86960757073162
32.404076366,4.90721042913692
32.604147799,4.98044467022142
32.804213398,4.8682457690259
33.004222999,4.83215023477647
33.204288598,4.99968167153623
33.404298199,4.9070672926798
33.604363798,4.90569381340302
33.804373399,4.68231611896945
34.004404738,4.75671619420754
34.204441618,4.68167759220671
34.404450523,4.98200168711696
34.604509844,4.90584775747126
34.804589399,4.90535163020056
35.004599,4.7197746479212
35.204664649,4.94314062240008
35.40467425,4.90706729267998
35.604716219,4.79391589571893
35.804719756,4.90721607232906
36.004772917,4.94344919008179
36.204791291,4.90685206394614
36.404844386,4.83109966596458
36.604849771,4.79479277520459
36.8048551,4.99723077015039
37.0048647,4.94452584635309
37.204874348,4.86960761942535
37.404883948,4.90706731721405
37.604893549,4.9070672926798
37.804902939,4.90707246939292
