1,5,1.47624
1,6,1.62377
1,7,0.821345
1,8,0.967578
1,9,1.60722
1,10,0.733685
1,11,0.547675
2,6,0.835601
2,7,0.984556
2,8,0.972292
2,9,0.770758
2,10,0.983103
2,11,1.44243
3,7,1.45032
3,8,0.896154
3,9,0.657888
3,10,0.826894
3,11,0.515378
4,8,3.4026
4,9,0.867955
4,10,0.96842
4,11,0.742926
5,1,0.934494
5,9,3.38612
5,10,0.849906
5,11,0.618498
6,1,0.750728
6,2,1.90212
6,10,1.93173
6,11,0.672877
7,1,0.893416
7,2,0.876534
7,3,1.48276
7,11,3.49918
8,1,2.19616
8,2,1.03871
8,3,0.845344
8,4,2.83907
9,1,0.820028
9,2,0.482842
9,3,0.793499
9,4,1.3285
9,5,2.33491
10,1,0.444433
10,2,0.735384
10,3,0.728554
10,4,1.16849
10,5,1.10092
10,6,3.49189
11,1,0.552768
11,2,0.605274
11,3,0.584713
11,4,0.665538
11,5,0.737556
11,6,0.301396
11,7,3.40279
