A1,A2
0.40021925,3.1087587770419
0.600241799,2.99648833279792
0.800269962,2.99640423321291
1.000308907,3.03369576261606
1.20036965,2.69632464044933
2.400427489,4.27025045921749
2.600438499,3.37124385638508
2.800504098,3.85714857084356
3.000513699,3.74585289517552
3.200525875,3.97055295047074
3.400538613,4.34512120844898
3.6005441,3.63355204689804
3.8005537,4.19535526357234
4.000563299,3.85822852061122
5.200622549,3.03353342435083
5.400624296,3.07171999469773
5.600626306,3.10917590610245
5.800651349,2.65935023699913
6.000716948,2.39667484013581
7.200776148,4.9435372110831
7.400785749,4.9819843505834
7.60079535,4.94452582163169
7.800860949,4.83079772464874
8.00087055,4.98198435058344
8.200893483,4.98165228958241
8.400902051,4.86963391418
8.600906832,4.869726118494
8.800910599,4.9821296723298
10.000969799,3.14588728469271
10.20097728,3.07163193177947
10.400988998,3.25885752545163
10.60099316,2.95930426160489
10.801,2.95926463787594
12.001043904,4.90644435134495
12.201077049,4.98139796856387
12.401141946,4.99873013183706
12.601152249,4.99086624143861
12.801217848,4.90569381340293
14.001270349,1.5355440388896
14.201286648,1.72303463012093
14.40129625,1.23613144922755
14.601361849,1.49792177508489
14.80137145,1.61071674492546
16.001430698,2.54723010853709
16.201440299,2.39734585291232
16.401505078,3.40778600565954
16.601515499,2.58462790120537
16.801581098,2.73370723952993
18.00160314,3.74579970737291
18.201627948,4.12012492603233
18.4016595,3.22107997718839
18.601707013,3.74514299994701
18.8017347,4.79425818186854
19.00174179,4.90712889872586
19.201809949,4.98052617232528
19.401875548,3.89459661522072
19.601885149,3.89568701098251
20.801925082,4.90699793559357
21.001953949,4.99367640753775
21.20196369,4.99902459595001
21.402029149,4.99721501781133
21.602059625,4.98146443519159
21.802076434,4.8319760987172
22.002169948,4.99453118480795
22.20217955,4.86960873938126
22.402245149,4.90569381340302
23.602248399,3.59614735344493
23.802313998,3.29542790518677
24.002323599,2.77193114242986
24.202379982,2.62148386476689
24.402398799,2.88417383293462
25.602457999,3.67100527100358
25.802462787,3.6335647458584
26.00250355,3.55800590412821
26.202519064,3.59591247131959
26.402585379,3.59499939432581
27.602667699,4.94353597550551
27.802677299,4.94452584635318
28.0026869,4.75723317687287
28.202752548,4.90569261190241
28.402762149,4.98198435058349
28.602809267,4.99042493164566
28.802835695,4.98156524671046
29.002850459,4.99035111464801
29.202883308,4.83158863787271
29.402933449,4.99842386918322
29.60298775,4.75617022385507
29.803053247,4.9805924414264
30.00306295,4.86960628034821
30.203128598,4.79334850628632
30.403138199,4.79469170582472
30.603203798,4.94314185777997
30.803213399,4.90706729267998
31.003265507,4.90602464078537
31.2032782,4.94444938411364
31.403327113,4.98100533117328
31.603332204,4.98209669147105
31.803350212,4.98177495172551
32.003438999,4.99029407218239
32.203504599,4.90569378888251
32.4035142,4.86960876372823
32.603579799,4.71845359151725
32.8035894,4.98198435058349
33.003654999,4.94314185778015
33.20366465,4.94452458555982
33.403676263,4.90701793044916
33.60373985,4.90574314899735
33.803805449,4.94314185777997
34.003814991,4.99042833051757
34.203830745,4.86945896201446
34.403836054,4.98209126112953
34.603844823,4.90708770518487
34.8038551,4.98196751234164
35.003859888,4.99514624351277
35.203862694,4.99199719531111
35.403883949,4.86932504177816
35.603902669,4.99858113661373
35.803959149,4.98081692804169
35.803959149,4.96120006414948
36.003959149,4.960216169097
36.203959149,4.91640244466756
36.403959149,4.97107183172035
36.603959149,4.99828548342724
36.803959149,4.98595764460288
37.003959149,4.94150915053708
37.203959149,4.92607463849404
37.403959149,4.9129855367102
37.603959149,4.9884830387196
37.803959149,4.93396566535818
38.003959149,4.9515897150142
38.203959149,4.96970484224288
38.403959149,4.95899596622424
38.603959149,4.9604355780915
38.803959149,4.94486316574683
39.003959149,4.93562938553771
39.203959149,4.97980465308728
39.403959149,4.81740345175158
39.603959149,4.97104129910783
39.803959149,4.93246951467312
40.003959149,4.9920630904716
40.203959149,4.99906387902822
40.403959149,4.91948416619084
40.603959149,4.92236489960775
40.803959149,4.91002074355552
41.003959149,4.92357453139429
41.203959149,4.84553175579928
41.403959149,4.91023838178164
41.603959149,4.9588991845754
41.803959149,4.92264878240643
42.003959149,4.8012461263172
42.203959149,4.91772865704533
42.403959149,4.95357390804002
42.603959149,4.96685379463257
42.803959149,4.97621554347435
43.003959149,4.93792765721528
43.203959149,4.86259398072242
43.403959149,4.91773147796078
43.603959149,4.95535203519707
43.803959149,4.96261131302479
44.003959149,4.96034626815598
44.203959149,4.97910289187806
44.403959149,4.91491624411591
44.603959149,4.9118006719127
44.803959149,4.95864368964574
45.003959149,4.91074101815279
45.203959149,4.96441562979347
45.403959149,4.96739591191079
45.603959149,4.98867852212021
46.004024748,3.93204465959782
46.204034349,3.48364319251323
46.404068549,3.63303048518547
46.604109549,3.63290698746601
46.804163543,3.52032037106255
47.004184798,3.52089656867029
47.204250397,3.48266812707234
47.404259998,3.14651643194743
47.604325597,2.77115528390703
47.804335198,3.2588920188027
48.004400798,3.295427888715
48.204410399,2.95922378718867
48.404463857,3.44542916889369
48.604476175,2.80935150817343
48.804551198,3.22038012187621
49.00455375,3.74598491607622
49.204626447,3.51999128791983
49.404636048,3.22143348985095
49.604701647,3.33287594956385
49.804711248,3.52110172146499
50.004776847,3.70735639333508
50.204786448,3.14651643194744
50.404852047,3.70735639333508
50.604861648,3.85822848203077
50.804927247,3.0332915945469
51.004936849,3.33380906003796
51.204959149,3.70815892797485
51.404962058,2.8469434544887
51.604967249,3.18404516572492
51.804976849,3.82076997218197
52.004986497,3.33380829329887
52.204996097,3.44618468079155
52.405005698,3.2588920188027
52.605071297,3.4077720383181
52.805080898,3.9331455399343
53.005146497,3.37032399394098
53.205148505,3.48377544769919
53.405162607,3.07153025257378
53.605181965,2.959079435428
53.805185012,3.37137808041434
54.005196098,3.22140957203305
54.205205697,3.29635058071636
54.405215297,3.25889203509639
54.605224898,3.18397496089919
54.805256226,3.33344696507833
55.005267717,3.44615209898741
55.205365698,3.63187246092046
55.405375299,3.18397496089919
55.605382489,3.33384926432987
55.805450548,3.18304463344366
56.005516147,2.92094746141552
56.205525748,3.14651643194744
56.405591347,3.33287594956385
56.605600948,3.29635054775446
56.805663105,3.37038197919598
57.005676148,3.25883593692843
57.205707712,2.39708262991935
58.405744948,4.98150916232833
58.605778379,4.98139084635523
58.805787396,4.90708162067047
59.005885748,4.99953828609369
59.205895349,4.9819843505834
60.40598295,3.10886514706547
60.606020197,2.80900140175675
60.806029797,2.73447262714986
61.006039398,2.73447261347811
61.206078542,2.80897476359211
62.406108199,4.98167099361225
62.606110905,4.86977664121894
62.806152289,4.99902868218764
63.006240601,4.98002453111018
63.206258648,4.98177398036706
63.406324247,4.98058990215727
63.606333848,4.99176542171673
63.806353085,4.86937416854249
64.006409048,4.86848025549417
64.206474647,4.94314185778015
64.406484248,4.86960876372814
64.606497281,4.86952520668675
64.806559448,4.99305171377024
65.006625047,4.99682900519939
65.206634648,4.99049777951162
65.406700247,4.94314185778015
65.606709848,4.99965553919497
65.806775448,4.83079770050271
66.006785049,4.86960876372814
66.206842302,4.99561255640344
66.406860249,4.86940557318778
66.606915025,4.99618441542907
66.806935498,4.86934407889027
67.006988843,4.98089498152823
67.207010698,4.98167913775443
67.407041618,4.90654430469582
67.607085898,4.99234483211851
67.807151497,4.98058990215718
68.007161098,4.98198435058349
68.20717481,4.99204800098863
68.407212817,4.98127689378768
68.607276139,4.99813127395446
68.807311498,4.99510235604212
69.007377097,4.99554413799289
69.207386698,4.79469170582472
69.407452297,4.99353686989889
69.607461898,4.75723317687296
69.807527498,4.83079770050263
70.007537099,4.98198435058349
70.207602698,4.98058990215718
70.407612299,4.94452582163173
70.607670197,4.90588265247623
70.807687548,4.99290635169142
71.007753147,4.90569381340293
71.207762748,4.94452582163173
71.407828347,4.99245313318018
71.607837948,4.90706729267998
71.80790279,4.99723974923001
72.007913148,4.99320297323146
72.207978747,4.99344901996026
72.407988348,4.98198435058349
72.608053947,4.99837388264805
72.808063549,4.90706726814582
73.008101604,4.83146289554598
73.20812577,4.98162158140645
73.408204348,4.90537558343236
73.608213949,4.98198435058349
73.808246556,4.94395714554051
74.008289199,4.90625676890834
74.208295899,4.83222032276755
74.408364399,4.86817517929804
74.608429998,4.94314185778006
74.808439649,4.94452458555991
75.008505248,4.86824576902582
75.208514849,4.83215023477647
75.408560146,4.83128798788844
75.608586754,4.94410541980865
75.808655697,4.94305923692894
76.008665298,4.98198435058349
76.208724489,4.86840170147129
76.408740498,4.68216610956839
76.608783228,4.98115928606073
76.808815699,4.86905201435708
77.008867346,4.79368397801806
77.208890899,4.86926909982131
77.408901126,4.83213511091954
77.608966099,4.86826100168648
77.80902646,4.98072030445074
78.009041348,4.86948004520235
78.209106947,4.75590163589453
78.409116548,4.9070672926798
78.609182147,4.94314185778015
78.809191748,4.94452582163173
79.009257347,4.83079772464878
79.209266948,4.94452582163156
79.409332547,4.98058990215727
79.609339595,4.9071299291867
79.809365337,4.90667131877984
80.009417349,4.99881002318442
80.209482948,4.8682457690259
80.409492549,4.9070672926798
80.609516851,4.79433931482996
80.80954927,4.9814160481078
81.00959338,4.79386458816507
81.209642999,4.79373257391712
81.409675942,4.86904052528666
81.809675942,3.55873107910157
82.009675942,2.6971435546875
82.209675942,2.996826171875
82.409675942,3.14666748046875
82.609675942,3.18412780761718
82.809675942,2.73460388183594
83.009675942,3.33396911621093
83.209675942,2.77206420898438
83.409675942,2.996826171875
83.609675942,3.10920715332031
83.809675942,3.07174682617187
84.009675942,3.14666748046876
84.209675942,2.95936584472656
84.409675942,2.95936584472656
84.609675942,3.2965087890625
84.809675942,3.07174682617187
85.009675942,2.77206420898438
86.209675942,4.86984252929687
86.409675942,4.99501635948018
86.609675942,4.83238220214843
86.809675942,4.99040256041484
87.009675942,4.99659614273334
88.209675942,1.87301635742187
88.409675942,1.08634948730469
88.609675942,1.57333374023438
88.809675942,1.34857177734375
89.009675942,1.38603210449219
90.209675942,4.83238220214841
90.409675942,4.94476318359377
90.609675942,4.86984252929689
90.809675942,4.94476318359373
91.009675942,4.9941473224902
92.209675942,2.84698486328123
92.409675942,2.92190551757813
92.609675942,2.5847625732422
92.809675942,2.32254028320312
93.009675942,2.62222290039063
94.209675942,4.99776188060509
94.409675942,4.99248732940694
94.609675942,4.90730285644533
94.809675942,4.99744904884541
95.009675942,4.94476318359377
95.209675942,4.98222351074216
95.409675942,4.94476318359377
95.609675942,4.94476318359377
95.809675942,4.94476318359377
96.009675942,4.94476318359368
96.209675942,4.98222351074221
96.409675942,4.86984252929689
96.609675942,4.99494042948335
96.809675942,4.94476318359377
97.009675942,4.98222351074211
97.209675942,4.94476318359377
97.409675942,4.99300923277343
97.609675942,4.98222351074221
97.809675942,4.90730285644533
98.009675942,4.99109096747464
98.209675942,4.68254089355471
98.409675942,4.98222351074221
98.609675942,4.99040708574795
98.809675942,4.94476318359377
99.009675942,4.90730285644524
99.209675942,4.83238220214846
99.409675942,4.99452784470036
99.609675942,4.98222351074221
99.809675942,4.99861375557171
100.009675942,4.99850705994441
100.209675942,4.90730285644533
100.409675942,4.72000122070314
100.609675942,4.86984252929689
100.809675942,4.99742491745876
101.009675942,4.75746154785149
101.209675942,4.90730285644533
101.409675942,4.79492187500002
101.609675942,4.99159282744016
101.809675942,4.90730285644533
102.009675942,4.94476318359368
102.209675942,4.99745717821028
102.409675942,4.98222351074221
102.609675942,4.86984252929689
102.809675942,4.98222351074221
103.009675942,4.99185715173931
103.209675942,4.98222351074221
103.409675942,4.99756475031275
103.609675942,4.98222351074221
103.809675942,4.99070736376813
104.009675942,4.99650016234015
104.209675942,4.99803404749569
104.409675942,4.98222351074221
104.609675942,4.90730285644533
104.809675942,4.94476318359377
105.009675942,4.8698425292968
105.209675942,4.94476318359377
105.409675942,4.90730285644533
105.609675942,4.79492187500002
105.809675942,4.99748916142024
106.009675942,4.98222351074211
106.209675942,4.99383955323853
106.409675942,4.90730285644533
106.609675942,4.99526711151097
106.809675942,4.99648340492937
107.009675942,4.72000122070305
107.209675942,4.94476318359377
107.409675942,4.98222351074221
107.609675942,4.72000122070314
107.809675942,4.79492187500002
108.009675942,4.98222351074211
108.209675942,4.86984252929689
108.409675942,4.86984252929689
108.609675942,4.94476318359377
108.809675942,4.86984252929689
109.009675942,4.8698425292968
109.209675942,4.90730285644533
109.409675942,4.79492187500002
109.609675942,4.94476318359377
109.809675942,4.86984252929689
110.009675942,4.75746154785149
110.209675942,4.86984252929689
110.409675942,4.86984252929689
110.609675942,4.94476318359377
110.809675942,4.86984252929689
111.009675942,4.94476318359368
111.209675942,4.72000122070314
111.409675942,4.90730285644533
111.609675942,4.94476318359368
111.809675942,4.86984252929698
112.009675942,4.90730285644524
112.209675942,4.7949218750001
112.409675942,4.79492187499993
112.609675942,4.8698425292968
112.809675942,4.75746154785167
113.009675942,4.8698425292968
113.209675942,4.94476318359385
113.409675942,4.94476318359368
113.609675942,4.99169171372104
113.809675942,4.94476318359385
114.009675942,4.79492187499993
114.209675942,4.83238220214854
114.609687937,3.7083499794053
114.809698677,3.63345661677812
115.009706342,3.40875912981417
115.209715942,2.69701409801079
115.409725541,3.03414087543211
115.60973519,2.99668159697136
115.809744791,2.58463849767111
116.00981039,3.070739638924
116.209819991,2.99668231614041
116.40988559,2.92094746141552
116.609895192,2.92176524362878
116.809960791,2.58391506202142
117.009970392,3.14651643194744
117.21003119,3.48275170311446
117.410036949,2.43485115310948
117.610088881,3.33310364251912
117.810120841,2.95889301362298
118.010138514,3.40858857057878
118.210139805,2.69712614473823
118.410151241,3.44615304662505
118.610155544,3.22151882378813
119.810213511,4.90624627177944
120.010229642,4.99578238717374
120.210239241,4.94452587107458
120.410248841,4.98198437549213
120.610258491,4.94452461028134
121.81031769,2.58476077683345
122.010327291,3.18397496089917
122.210339266,2.95918866330537
122.410379523,3.10858144250464
122.61046809,3.07038715127774
123.810527291,4.90608614708084
124.010536891,4.94452584635309
124.210546492,4.99084264474811
124.410551877,4.9920779267044
124.610567,4.90693181879583
124.810576941,4.83214202052928
125.010586541,4.98198437549217
125.21059614,4.94452587107458
125.410603221,4.79475211680128
125.610615341,4.94446354910267
125.810675942,4.86836738963597
126.010690541,4.99040507573607
126.210713959,4.98164021048992
126.41072757,4.90696891267598
126.610736674,4.98199673025105
126.810763651,4.99344259300843
127.010796141,4.79414306645886
127.210805741,4.94452584635313
127.41081534,4.94452587107453
127.610823455,4.83218613619598
127.810834542,4.86957258454065
128.010900141,4.99964288321426
128.210908127,4.83218925283159
128.41097539,4.90565301175264
128.610984991,4.83215023477639
128.810986703,4.94472085678325
129.011058281,4.980441060691
129.21107626,4.94431871406291
129.411116294,4.99150870694131
129.61120099,4.90522559151179
129.811210591,4.94452582163165
130.0112664,4.9433837570733
130.211285791,4.99066006752242
130.41130374,4.90686249007115
130.611339386,4.94388203549857
130.811344789,4.99321264845142
131.011358913,4.98187169096331
131.211391392,4.94396030915942
131.41139609,4.98210648106093
131.611403761,4.98203242488849
131.81142024,4.90689855253911
132.011429841,4.9070672926799
132.211450658,4.94424856148226
132.411453604,4.90723057293894
132.611460241,4.99242259869422
132.811468057,4.98202881305619
133.01147944,4.86956537798331
133.21148904,4.99256867531875
133.411498641,4.99607772980466
133.611515105,4.83198443318997
133.811573841,4.86841277383339
134.01163944,4.99344522109822
134.211649041,4.9070672926799
134.411659322,4.90705060950871
134.611692997,4.8315686867708
134.811789841,4.99828813312188
135.011790472,4.98220779187656
135.211800177,4.94452325060303
135.411874691,4.98036797504571
135.611927383,4.94346077941681
135.811949891,4.9929395391198
136.011961637,4.86955654024132
136.212025091,4.90574641028167
136.41209069,4.90569381340302
136.612100291,4.86960876372814
136.81216589,4.90569381340302
137.012175491,4.79469170582463
137.21224109,4.98058990215727
137.412250691,4.94452582163165
137.61231629,4.98058990215727
137.812325891,4.86960876372814
138.012328416,4.98216061096451
138.212401091,4.86807359305497
138.412466691,4.94314183307254
138.612476292,4.9070672926799
138.812541891,4.8307977246487
139.012551492,4.86960876372823
139.212580745,4.90658519476179
139.412586794,4.86969524536421
139.61269234,4.86727392282959
139.812701941,4.9070672926799
140.01276754,4.90569381340293
140.212777141,4.83215023477647
140.41284274,4.8307977246487
140.612852341,4.79469170582472
140.81291794,4.98058990215718
