A1,A2
141.012927541,4.94452582163173
141.212975277,4.9061318608927
141.413002742,4.86917386999522
141.613055433,4.90601034349028
141.813077942,4.90675062619608
142.013107734,4.79420772981651
142.213153142,4.75638165895977
142.413176342,4.98164563984796
142.61318375,4.94458003634917
142.813194827,4.94448933305206
143.013200568,4.83224349259894
143.213202791,4.68248884769118
143.413212441,4.86960757073162
143.613222042,4.94452582163165
143.813287641,4.71845359151741
144.013297242,4.83215023477639
144.213362841,4.94314185778006
144.413372491,4.83214905095677
144.613392734,4.90680621405443
144.813447691,4.83105470078234
145.013485181,4.71911662229228
145.213485727,4.98220990930918
145.413588491,4.86734159184015
145.613598092,4.86960876372823
145.813606315,4.75726595286197
146.013673292,4.90566002448787
146.213738891,4.98058990215727
146.413748541,4.86960757073162
146.613752308,4.90721042913692
146.813823741,4.98044467022142
147.01388934,4.8682457690259
