B1,B2
0.400065599,3.93204465959782
0.6000752,3.48364319251323
0.8001094,3.63303048518547
1.0001504,3.63290698746601
1.200204394,3.52032037106255
1.400225649,3.52089656867029
1.600291248,3.48266812707234
1.800300849,3.14651643194743
2.000366448,2.77115528390703
2.200376049,3.2588920188027
2.400441649,3.295427888715
2.60045125,2.95922378718867
2.800504708,3.44542916889369
3.000517026,2.80935150817343
3.200592049,3.22038012187621
3.400594601,3.74598491607622
3.600667298,3.51999128791983
3.800676899,3.22143348985095
4.000742498,3.33287594956385
4.200752099,3.52110172146499
4.400817698,3.70735639333508
4.600827299,3.14651643194744
4.800892898,3.70735639333508
5.000902499,3.85822848203077
5.200968098,3.0332915945469
5.4009777,3.33380906003796
5.601,3.70815892797485
5.801002909,2.8469434544887
6.0010081,3.18404516572492
6.2010177,3.82076997218197
6.401027348,3.33380829329887
6.601036948,3.44618468079155
6.801046549,3.2588920188027
7.001112148,3.4077720383181
7.201121749,3.9331455399343
7.401187348,3.37032399394098
7.601189356,3.48377544769919
7.801203458,3.07153025257378
8.001222816,2.959079435428
8.201225863,3.37137808041434
8.401236949,3.22140957203305
8.601246548,3.29635058071636
8.801256148,3.25889203509639
9.001265749,3.18397496089919
9.201297077,3.33344696507833
9.401308568,3.44615209898741
9.601406549,3.63187246092046
9.80141615,3.18397496089919
10.00142334,3.33384926432987
10.201491399,3.18304463344366
10.401556998,2.92094746141552
10.601566599,3.14651643194744
10.801632198,3.33287594956385
11.001641799,3.29635054775446
11.201703956,3.37038197919598
11.401716999,3.25883593692843
11.601748563,2.39708262991935
12.801785799,4.98150916232833
13.00181923,4.98139084635523
13.201828247,4.90708162067047
13.401926599,4.99953828609369
13.6019362,4.9819843505834
14.802023801,3.10886514706547
15.002061048,2.80900140175675
15.202070648,2.73447262714986
15.402080249,2.73447261347811
15.602119393,2.80897476359211
16.80214905,4.98167099361225
17.002151756,4.86977664121894
17.20219314,4.99902868218764
17.402281452,4.98002453111018
17.602299499,4.98177398036706
17.802365098,4.98058990215727
18.002374699,4.99176542171673
18.202393936,4.86937416854249
18.402449899,4.86848025549417
18.602515498,4.94314185778015
18.802525099,4.86960876372814
19.002538132,4.86952520668675
19.202600299,4.99305171377024
19.402665898,4.99682900519939
19.602675499,4.99049777951162
19.802741098,4.94314185778015
20.002750699,4.99965553919497
20.202816299,4.83079770050271
20.4028259,4.86960876372814
20.602883153,4.99561255640344
20.8029011,4.86940557318778
21.002955876,4.99618441542907
21.202976349,4.86934407889027
21.403029694,4.98089498152823
21.603051549,4.98167913775443
21.803082469,4.90654430469582
22.003126749,4.99234483211851
22.203192348,4.98058990215718
22.403201949,4.98198435058349
22.603215661,4.99204800098863
22.803253668,4.98127689378768
23.00331699,4.99813127395446
23.203352349,4.99510235604212
23.403417948,4.99554413799289
23.603427549,4.79469170582472
23.803493148,4.99353686989889
24.003502749,4.75723317687296
24.203568349,4.83079770050263
24.40357795,4.98198435058349
24.603643549,4.98058990215718
24.80365315,4.94452582163173
25.003711048,4.90588265247623
25.203728399,4.99290635169142
25.403793998,4.90569381340293
25.603803599,4.94452582163173
25.803869198,4.99245313318018
26.003878799,4.90706729267998
26.203943641,4.99723974923001
26.403953999,4.99320297323146
26.604019598,4.99344901996026
26.804029199,4.98198435058349
27.004094798,4.99837388264805
27.2041044,4.90706726814582
27.404142455,4.83146289554598
27.604166621,4.98162158140645
27.804245199,4.90537558343236
28.0042548,4.98198435058349
28.204287407,4.94395714554051
28.40433005,4.90625676890834
28.60433675,4.83222032276755
28.80440525,4.86817517929804
29.004470849,4.94314185778006
29.2044805,4.94452458555991
29.404546099,4.86824576902582
29.6045557,4.83215023477647
29.804600997,4.83128798788844
30.004627605,4.94410541980865
30.204696548,4.94305923692894
30.404706149,4.98198435058349
30.60476534,4.86840170147129
30.804781349,4.68216610956839
31.004824079,4.98115928606073
31.20485655,4.86905201435708
31.404908197,4.79368397801806
31.60493175,4.86926909982131
31.804941977,4.83213511091954
32.00500695,4.86826100168648
32.205067311,4.98072030445074
32.405082199,4.86948004520235
32.605147798,4.75590163589453
32.805157399,4.9070672926798
33.005222998,4.94314185778015
33.205232599,4.94452582163173
33.405298198,4.83079772464878
33.605307799,4.94452582163156
33.805373398,4.98058990215727
34.005380446,4.9071299291867
34.205406188,4.90667131877984
34.4054582,4.99881002318442
34.605523799,4.8682457690259
34.8055334,4.9070672926798
35.005557702,4.79433931482996
35.205590121,4.9814160481078
35.405634231,4.79386458816507
35.60568385,4.79373257391712
35.805716793,4.86904052528666
36.005746929,4.86910885197518
36.205751354,4.94465378312873
36.4058343,4.94271329211007
36.605854744,4.94425778156342
36.8059095,4.86850962873072
37.005975099,4.79334968027166
37.205976309,4.90727316744256
37.406050348,4.90548686973356
37.606052851,4.94470130065697
37.806057241,4.90719514351199
