1,5,0.789232
1,6,0.415176
1,7,0.698215
1,8,0.642384
1,9,0.386009
1,10,0.338873
1,11,0.336914
2,6,1.11472
2,7,1.54961
2,8,1.60102
2,9,0.554856
2,10,0.363502
2,11,0.328468
3,7,1.15367
3,8,0.568241
3,9,0.43337
3,10,0.259383
3,11,1.25159
4,8,0.520716
4,9,0.37598
4,10,0.337295
4,11,0.261089
5,1,0.986575
5,9,0.709652
5,10,0.229109
5,11,0.189191
6,1,0.294055
6,2,0.994663
6,10,0.81422
6,11,0.159714
7,1,0.31469
7,2,0.346199
7,3,0.335014
7,11,0.848625
8,1,0.393661
8,2,0.413919
8,3,0.475672
8,4,0.949277
9,1,0.325261
9,2,0.494691
9,3,0.334337
9,4,0.363608
9,5,0.927098
10,1,0.34158
10,2,0.302464
10,3,0.292274
10,4,0.285458
10,5,0.206881
10,6,0.298802
11,1,1.16719
11,2,0.293424
11,3,0.24677
11,4,0.227076
11,5,0.17276
11,6,0.189996
11,7,0.876651
