1,5,2.39005
1,6,0.52088
1,7,0.470752
1,8,0.50983
1,9,0.360493
1,10,0.338386
1,11,0.271764
2,6,2.49268
2,7,0.486632
2,8,1.4043
2,9,0.42385
2,10,0.361267
2,11,0.322698
3,7,1.90437
3,8,0.458943
3,9,1.30112
3,10,0.335111
3,11,0.275047
4,8,2.4678
4,9,0.402472
4,10,0.417474
4,11,0.30374
5,1,2.31305
5,9,2.38966
5,10,1.1762
5,11,0.188034
6,1,0.293506
6,2,2.30346
6,10,2.2014
6,11,0.176456
7,1,0.310869
7,2,0.266749
7,3,0.260754
7,11,2.15966
8,1,0.235948
8,2,0.281707
8,3,0.239097
8,4,1.2069
9,1,0.332172
9,2,0.290297
9,3,0.313527
9,4,0.180994
9,5,2.12556
10,1,0.279795
10,2,0.254156
10,3,0.221873
10,4,0.341002
10,5,0.183355
10,6,2.16708
11,1,0.23946
11,2,0.243632
11,3,0.248759
11,4,0.214767
11,5,0.291552
11,6,0.194464
11,7,2.16572
