1,1,0.0635667
1,2,0.0629514
1,3,0.0560071
1,4,0.0654666
1,5,0.0700305
1,6,6.10068e-06
1,7,6.0992e-06
1,8,6.15516e-06
1,9,6.12266e-06
1,10,6.15273e-06
1,11,6.09066e-06
2,1,0.0628631
2,2,0.0687693
2,3,0.0684798
2,4,0.0565954
2,5,0.0475206
2,6,0.000513829
2,7,6.10382e-06
2,8,6.14886e-06
2,9,6.1393e-06
2,10,6.16697e-06
2,11,6.16413e-06
3,1,0.0560494
3,2,0.068881
3,3,0.0644921
3,4,0.0635699
3,5,0.0676159
3,6,0.049074
3,7,0.0737959
3,9,6.16967e-06
3,10,6.27378e-06
3,11,6.16183e-06
4,1,0.0675456
4,2,0.0664995
4,3,0.0636656
4,4,0.0685735
4,5,0.0695203
4,6,0.0672961
4,7,0.0722637
4,8,0.0890795
4,9,6.09066e-06
4,10,6.142e-06
4,11,6.20823e-06
5,1,0.0301147
5,2,0.0463767
5,3,0.0666038
5,4,0.0669434
5,5,0.0654285
5,6,0.0645313
5,7,0.0690665
5,8,0.0689854
5,9,0.113173
5,10,6.18872e-06
6,1,6.21398e-06
6,2,0.0979754
6,3,0.0469116
6,4,0.0681487
6,5,0.0685151
6,6,0.0696416
6,7,0.0689971
6,8,0.0655786
6,9,0.0762489
6,10,0.123187
6,11,6.20388e-06
7,1,6.1609e-06
7,2,6.15616e-06
7,3,0.0703206
7,4,0.0689439
7,5,0.0668552
7,6,0.0636941
7,7,0.0691612
7,8,0.0682264
7,9,0.0696805
7,10,0.107652
7,11,0.165795
8,1,6.08893e-06
8,2,6.07939e-06
8,3,6.07746e-06
8,4,0.0645917
8,5,0.0644464
8,6,0.0636432
8,7,0.0594411
8,8,0.0681481
8,9,0.0681337
8,10,0.0693692
8,11,0.07329
9,1,6.08736e-06
9,2,6.0862e-06
9,3,6.08812e-06
9,4,6.08707e-06
9,5,0.0651509
9,6,0.0652769
9,7,0.0660495
9,8,0.0631379
9,9,0.0681736
9,10,0.0641797
9,11,0.0674702
10,1,6.04544e-06
10,2,6.04622e-06
10,3,6.04604e-06
10,4,6.04631e-06
10,5,6.0451e-06
10,6,0.0617559
10,7,0.0638536
10,8,0.0652129
10,9,0.0665213
10,10,0.0676908
10,11,0.0664641
11,1,6.04522e-06
11,2,6.0458e-06
11,3,6.04555e-06
11,4,6.04584e-06
11,5,6.04551e-06
11,6,6.0458e-06
11,7,0.0621879
11,8,0.0639153
11,9,0.0652426
11,10,0.0625453
11,11,0.0676908
1,1,0.160092
1,2,0.159273
1,3,0.149307
