1,5,2.47199
1,6,0.301009
1,7,0.387399
1,8,0.403444
1,9,0.407986
1,10,0.340929
1,11,0.260271
2,6,0.358337
2,7,0.31492
2,8,1.33235
2,9,0.366039
2,10,0.264339
2,11,0.21559
3,7,2.03661
3,8,0.443444
3,9,0.431202
3,10,1.17835
3,11,0.234314
4,8,1008.3
4,9,0.372449
4,10,0.38141
4,11,1.09817
5,1,0.925121
5,9,2.38906
5,10,0.285766
5,11,0.220337
6,1,0.548479
6,2,1.95966
6,10,2.40692
6,11,0.250531
7,1,0.586817
7,2,0.493628
7,3,2.9504
7,11,2.48475
8,1,0.762301
8,2,0.580452
8,3,0.484417
8,4,0.527372
9,1,0.474701
9,2,0.531194
9,3,0.592508
9,4,0.515949
9,5,1.52685
10,1,0.39961
10,2,0.447938
10,3,0.579811
10,4,0.480748
10,5,0.420619
10,6,2.41574
11,1,0.396352
11,2,0.410921
11,3,0.587197
11,4,0.283133
11,5,0.306821
11,6,0.208942
11,7,2.35975
