1,5,0.812708
1,6,0.363665
1,7,1.2531
1,8,0.335821
1,9,0.323132
1,10,0.345845
1,11,0.182089
2,6,0.392955
2,7,0.2728
2,8,0.329982
2,9,0.28036
2,10,0.259858
2,11,1.10509
3,7,2.35619
3,8,0.352956
3,9,0.361564
3,10,0.308333
3,11,0.222329
4,8,2.04092
4,9,0.291895
4,10,0.249044
4,11,0.157854
5,1,2.6682
5,9,1.74694
5,10,0.227103
5,11,1.06256
6,1,0.384861
6,2,2.19171
6,10,3.16721
6,11,0.229921
7,1,0.485289
7,2,0.524475
7,3,3.6568
7,11,3.23753
8,1,0.449829
8,2,1.55223
8,3,0.489956
8,4,0.560988
9,1,0.51839
9,2,0.532001
9,3,0.605069
9,4,1.36241
9,5,1.6724
10,1,0.449699
10,2,0.477633
10,3,0.468669
10,4,0.396371
10,5,0.386175
10,6,3.14526
11,1,0.355773
11,2,0.361599
11,3,0.458924
11,4,0.246742
11,5,0.296008
11,6,0.167428
11,7,3.21017
